Obs,ItemKey,ItemName,ItemHdr,XpressfeedMnemonic,ItemNameType,ItemType,ItemDesc,ItemLongDesc,DefaultKeyset,DefaultKeysetTag,FileDimKey,FileTag,ItemSeqNum,CalendarType,CalendarFreq,SASDataType,SASFieldSize,SASFormat,ItemHasDataFlg,ItemDensityFlg,ItemActiveFlg
6102,6102,USALEGWTQ,USALEGWTQ,USALEGWTQ,AM,IT,Sales - Gas - Total; Sales - Water - Total,USALEGWTQ: Sales - Gas - Total; Sales - Water - Total (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,521,F,QUARTERLY,1,8,14.4,Y,Y,N
6103,6103,USALEGWTQ_DC,USALEGWTQ_DC,USALEGWTQ_DC,AM,DC,Sales - Gas - Total; Sales - Water - Total DC,USALEGWTQ_DC: Sales - Gas - Total; Sales - Water - Total Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,522,F,QUARTERLY,2,1,$1.,Y,Y,N
6104,6104,USALEGWTY,USALEGWTY,USALEGWTY,AM,IT,Sales - Gas/Water,USALEGWTY: Sales - Gas/Water (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,406,F,YTD,1,8,14.4,Y,Y,N
6105,6105,USALEGWTY_DC,USALEGWTY_DC,USALEGWTY_DC,AM,DC,Sales - Gas/Water - Total DC,USALEGWTY_DC: Sales - Gas/Water - Total Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,407,F,YTD,2,1,$1.,Y,Y,N
6106,6106,USALEGWT_FN,USALEGWT_FN,USALEGWT_FN,AM,FN,Sales - Gas - Total; Sales - Water - Total FN,USALEGWT_FN: Sales - Gas - Total; Sales - Water - Total Footnote (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,647,F,ANNUAL,2,4,$4.,Y,Y,Y
6107,6107,USALEGWUC,USALEGWUC,USALEGWUC,AM,IT,Sales - Gas - Sales To Ult Cust; Sales - Water - Sales To Ultimate Cus,USALEGWUC: Sales - Gas - Sales To Ultimate Customers; Sales - Water - Sales To Ultimate Customers (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,648,F,ANNUAL,1,8,14.4,Y,Y,Y
6108,6108,USALEGWUC_DC,USALEGWUC_DC,USALEGWUC_DC,AM,DC,Sales - Gas - Sales To Ult Cust; Sales - Water - Sales To Ultimate Cus,USALEGWUC_DC: Sales - Gas - Sales To Ultimate Customers; Sales - Water - Sales To Ultimate Customers Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,649,F,ANNUAL,2,1,$1.,Y,Y,N
6109,6109,USALEINDE,USALEINDE,USALEINDE,AM,IT,Sales - Electric - Industrial,USALEINDE: Sales - Electric - Industrial (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,650,F,ANNUAL,1,8,14.4,Y,Y,Y
6110,6110,USALEINDE_DC,USALEINDE_DC,USALEINDE_DC,AM,DC,Sales - Electric - Industrial DC,USALEINDE_DC: Sales - Electric - Industrial Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,651,F,ANNUAL,2,1,$1.,Y,Y,N
6111,6111,USALEINDE_FN,USALEINDE_FN,USALEINDE_FN,AM,FN,Sales - Electric - Industrial FN,USALEINDE_FN: Sales - Electric - Industrial Footnote (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,652,F,ANNUAL,2,4,$4.,Y,Y,N
6112,6112,USMTSE,USMTSE,USMTSE,AM,IT,Square Miles Of Territory Served - Electric,USMTSE: Square Miles Of Territory Served - Electric (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,315,F,ANNUAL,1,8,14.4,Y,Y,Y
6113,6113,USMTSGW,USMTSGW,USMTSGW,AM,IT,Square Miles Of Territory Served - Gas/Water,USMTSGW: Square Miles Of Territory Served - Gas/Water (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,316,F,ANNUAL,1,8,14.4,Y,Y,Y
6114,6114,USMTSGW_DC,USMTSGW_DC,USMTSGW_DC,AM,DC,Square Miles Of Territory Served - Gas/Water DC,USMTSGW_DC: Square Miles Of Territory Served - Gas/Water Data Code (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,317,F,ANNUAL,2,1,$1.,Y,Y,N
6115,6115,USPI,USPI,USPI,AM,IT,Special Items,USPI: Special Items (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,653,F,ANNUAL,1,8,14.4,Y,Y,Y
6116,6116,USPI12,USPI12,USPI12,AM,IT,Special Items - 12-Mth-Mov,USPI12: Special Items - 12-Months Moving (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,523,F,QUARTERLY,1,8,14.4,Y,Y,Y
6117,6117,USPI12_DC,USPI12_DC,USPI12_DC,AM,DC,Special Items - 12-Mth-Mov DC,USPI12_DC: Special Items - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,524,F,QUARTERLY,2,1,$1.,Y,Y,N
6118,6118,USPINO,USPINO,USPINO,AM,IT,Special Items in Non-Operating income,USPINO: Special Items in Non-Operating income (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,655,F,ANNUAL,1,8,14.4,Y,Y,Y
6119,6119,USPINOQ,USPINOQ,USPINOQ,AM,IT,Special Items in Non-Operating income,USPINOQ: Special Items in Non-Operating income (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,525,F,QUARTERLY,1,8,14.4,Y,Y,Y
6120,6120,USPINOQ_DC,USPINOQ_DC,USPINOQ_DC,AM,DC,Special Items in Non-Operating income - DC,USPINOQ_DC: Special Items in Non-Operating income - Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,526,F,QUARTERLY,2,1,$1.,Y,Y,Y
6121,6121,USPINOY,USPINOY,USPINOY,AM,IT,Special Items in Non-Operating income,USPINOY: Special Items in Non-Operating income (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,408,F,YTD,1,8,14.4,Y,Y,Y
6122,6122,USPINOY_DC,USPINOY_DC,USPINOY_DC,AM,DC,Special Items in Non-Operating income - DC,USPINOY_DC: Special Items in Non-Operating income - Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,409,F,YTD,2,1,$1.,Y,Y,Y
6123,6123,USPINO_DC,USPINO_DC,USPINO_DC,AM,DC,Special Items in Non-Operating income - DC,USPINO_DC: Special Items in Non-Operating income - Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,656,F,ANNUAL,2,1,$1.,Y,Y,N
6124,6124,USPIQ,USPIQ,USPIQ,AM,IT,Special Items - Utility,USPIQ: Special Items - Utility (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,527,F,QUARTERLY,1,8,14.4,Y,Y,Y
6125,6125,USPIQ_DC,USPIQ_DC,USPIQ_DC,AM,DC,Special Items - Utility DC,USPIQ_DC: Special Items - Utility Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,528,F,QUARTERLY,2,1,$1.,Y,Y,N
6126,6126,USPISA,USPISA,USPISA,AM,IT,Special Items - Utility,USPISA: Special Items - Utility (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,286,F,SEMIANN,1,8,14.4,Y,Y,N
6127,6127,USPISA_DC,USPISA_DC,USPISA_DC,AM,DC,Special Items - Utility DC,USPISA_DC: Special Items - Utility Data Code (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,287,F,SEMIANN,2,1,$1.,Y,Y,N
6128,6128,USPIY,USPIY,USPIY,AM,IT,Special Items - Utility,USPIY: Special Items - Utility (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,410,F,YTD,1,8,14.4,Y,Y,Y
6129,6129,USPIY_DC,USPIY_DC,USPIY_DC,AM,DC,Special Items - Utility DC,USPIY_DC: Special Items - Utility Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,411,F,YTD,2,1,$1.,Y,Y,N
6130,6130,USPI_DC,USPI_DC,USPI_DC,AM,DC,Special Items DC,USPI_DC: Special Items Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,654,F,ANNUAL,2,1,$1.,Y,Y,N
6131,6131,USTATEJURF,USTATEJURF,USTATEJURF,AM,IT,State Jurisdiction Code (First State),USTATEJURF: State Jurisdiction Code (First State) (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,261,F,QUARTERLY,1,8,14.4,Y,Y,N
6132,6132,USTATEJURS,USTATEJURS,USTATEJURS,AM,IT,State Of Jurisdiction Code (Second State),USTATEJURS: State Of Jurisdiction Code (Second State) (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,262,F,QUARTERLY,1,8,14.4,Y,Y,N
6133,6133,USTATEJURT,USTATEJURT,USTATEJURT,AM,IT,State Jurisdiction Code (Third State),USTATEJURT: State Jurisdiction Code (Third State) (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,263,F,QUARTERLY,1,8,14.4,Y,Y,N
6134,6134,USTDNC,USTDNC,USTDNC,AM,IT,Short-Term Debt - Decrease (Increase) (Cash Flow),USTDNC: Short-Term Debt - Decrease (Increase) (Cash Flow) (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,128,F,ANNUAL,1,8,14.4,Y,Y,N
6135,6135,USTDNCY,USTDNCY,USTDNCY,AM,IT,Net Decr in ST Debt (FOF),USTDNCY: Net Decr in ST Debt (FOF) (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,115,F,YTD,1,8,14.4,Y,Y,N
6136,6136,USTDNCY_DC,USTDNCY_DC,USTDNCY_DC,AM,DC,Net Decr in ST Debt (FOF) DC,USTDNCY_DC: Net Decr in ST Debt (FOF) Data code (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,116,F,YTD,2,1,$1.,Y,Y,N
6137,6137,USTDNC_DC,USTDNC_DC,USTDNC_DC,AM,DC,Short-Term Debt - Decrease (Increase) (Cash Flow) DC,USTDNC_DC: Short-Term Debt - Decrease (Increase) (Cash Flow) Data Code (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,129,F,ANNUAL,2,1,$1.,Y,Y,N
6138,6138,USTS,USTS,USTS,AM,IT,U.S. Treasury Securities - Total,USTS: U.S. Treasury Securities - Total (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,241,F,ANNUAL,1,8,14.4,Y,Y,Y
6139,6139,USTSQ,USTSQ,USTSQ,AM,IT,U.S. Treasury Securities - Total,USTSQ: U.S. Treasury Securities - Total (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,231,F,QUARTERLY,1,8,14.4,Y,Y,Y
6140,6140,USTSQ_DC,USTSQ_DC,USTSQ_DC,AM,DC,U.S. Treasury Securities - Total DC,USTSQ_DC: U.S. Treasury Securities - Total Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,232,F,QUARTERLY,2,1,$1.,Y,Y,Y
6141,6141,USTS_DC,USTS_DC,USTS_DC,AM,DC,U.S. Treasury Securities - Total DC,USTS_DC: U.S. Treasury Securities - Total Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,242,F,ANNUAL,2,1,$1.,Y,Y,N
6142,6142,USUBDVP,USUBDVP,USUBDVP,AM,IT,Subsidiary Preferred Dividends,USUBDVP: Subsidiary Preferred Dividends (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,657,F,ANNUAL,1,8,14.4,Y,Y,Y
6143,6143,USUBDVP12,USUBDVP12,USUBDVP12,AM,IT,Subsidiary Preferred Dividends - 12-Mth-Mov,USUBDVP12: Subsidiary Preferred Dividends - 12-Months Moving (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,529,F,QUARTERLY,1,8,14.4,Y,Y,Y
6144,6144,USUBDVP12_DC,USUBDVP12_DC,USUBDVP12_DC,AM,DC,Subsidiary Preferred Dividends - 12-Mth-Mov DC,USUBDVP12_DC: Subsidiary Preferred Dividends - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,530,F,QUARTERLY,2,1,$1.,Y,Y,N
6145,6145,USUBDVPQ,USUBDVPQ,USUBDVPQ,AM,IT,Subsidiary Preferred Dividends - Utility,USUBDVPQ: Subsidiary Preferred Dividends - Utility (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,531,F,QUARTERLY,1,8,14.4,Y,Y,Y
6146,6146,USUBDVPQ_DC,USUBDVPQ_DC,USUBDVPQ_DC,AM,DC,Subsidiary Preferred Dividends - Utility DC,USUBDVPQ_DC: Subsidiary Preferred Dividends - Utility Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,532,F,QUARTERLY,2,1,$1.,Y,Y,N
6147,6147,USUBDVPSA,USUBDVPSA,USUBDVPSA,AM,IT,Subsidiary Preferred Dividends - Utility,USUBDVPSA: Subsidiary Preferred Dividends - Utility (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,288,F,SEMIANN,1,8,14.4,Y,Y,N
6148,6148,USUBDVPSA_DC,USUBDVPSA_DC,USUBDVPSA_DC,AM,DC,Subsidiary Preferred Dividends - Utility DC,USUBDVPSA_DC: Subsidiary Preferred Dividends - Utility Data Code (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,289,F,SEMIANN,2,1,$1.,Y,Y,N
6149,6149,USUBDVPY,USUBDVPY,USUBDVPY,AM,IT,Subsidiary Preferred Dividends - Utility,USUBDVPY: Subsidiary Preferred Dividends - Utility (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,412,F,YTD,1,8,14.4,Y,Y,Y
6150,6150,USUBDVPY_DC,USUBDVPY_DC,USUBDVPY_DC,AM,DC,Subsidiary Preferred Dividends - Utility DC,USUBDVPY_DC: Subsidiary Preferred Dividends - Utility Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,413,F,YTD,2,1,$1.,Y,Y,N
6151,6151,USUBDVP_DC,USUBDVP_DC,USUBDVP_DC,AM,DC,Subsidiary Preferred Dividends DC,USUBDVP_DC: Subsidiary Preferred Dividends Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,658,F,ANNUAL,2,1,$1.,Y,Y,N
6152,6152,USUBPCVQ,USUBPCVQ,USUBPCVQ,AM,IT,Subsidiary Preferred Stock At Carrying Value - Utility,USUBPCVQ: Subsidiary Preferred Stock At Carrying Value - Utility (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,341,F,QUARTERLY,1,8,14.4,Y,Y,Y
6153,6153,USUBPCVQ_DC,USUBPCVQ_DC,USUBPCVQ_DC,AM,DC,Subsidiary Preferred Stock At Carrying Value - Utility DC,USUBPCVQ_DC: Subsidiary Preferred Stock At Carrying Value - Utility Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,342,F,QUARTERLY,2,1,$1.,Y,Y,N
6154,6154,USUBPSTK,USUBPSTK,USUBPSTK,AM,IT,Subsidiary Preferred Stock at Carrying Value,USUBPSTK: Subsidiary Preferred Stock at Carrying Value (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,716,F,ANNUAL,1,8,14.4,Y,Y,Y
6155,6155,USUBPSTK_DC,USUBPSTK_DC,USUBPSTK_DC,AM,DC,Subsidiary Preferred Stock at Carrying Value DC,USUBPSTK_DC: Subsidiary Preferred Stock at Carrying Value Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,717,F,ANNUAL,2,1,$1.,Y,Y,N
6156,6156,USUMPK,USUMPK,USUMPK,AM,IT,Summer Peak,USUMPK: Summer Peak (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,318,F,ANNUAL,1,8,14.4,Y,Y,Y
6157,6157,USUMPK_FN,USUMPK_FN,USUMPK_FN,AM,FN,Summer Peak FN,USUMPK_FN: Summer Peak Footnote (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,319,F,ANNUAL,2,4,$4.,Y,Y,N
6158,6158,USW,USW,USW,AM,IT,Salaries & Wages,USW: Salaries And Wages (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,659,F,ANNUAL,1,8,14.4,Y,Y,N
6159,6159,USYSCAP,USYSCAP,USYSCAP,AM,IT,System Capability,USYSCAP: System Capability (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,320,F,ANNUAL,1,8,14.4,Y,Y,N
6160,6160,UTEMQ,UTEMQ,UTEMQ,AM,IT,Maintenance Expense - Total,UTEMQ: Maintenance Expense - Total (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,533,F,QUARTERLY,1,8,14.4,Y,Y,Y
6161,6161,UTEMQ_DC,UTEMQ_DC,UTEMQ_DC,AM,DC,Maintenance Expense - Total DC,UTEMQ_DC: Maintenance Expense - Total Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,534,F,QUARTERLY,2,1,$1.,Y,Y,Y
6162,6162,UTEMSA,UTEMSA,UTEMSA,AM,IT,Maintenance Expense - Total,UTEMSA: Maintenance Expense - Total (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,290,F,SEMIANN,1,8,14.4,Y,Y,N
6163,6163,UTEMSA_DC,UTEMSA_DC,UTEMSA_DC,AM,DC,Maintenance Expense - Total DC,UTEMSA_DC: Maintenance Expense - Total Data Code (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,291,F,SEMIANN,2,1,$1.,Y,Y,N
6164,6164,UTFDOC,UTFDOC,UTFDOC,AM,IT,Total Funds From Operations (Cash Flow),UTFDOC: Total Funds From Operations (Cash Flow) (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,130,F,ANNUAL,1,8,14.4,Y,Y,N
6165,6165,UTFDOCY,UTFDOCY,UTFDOCY,AM,IT,Total Funds From Ops (FOF),UTFDOCY: Total Funds From Ops (FOF) (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,117,F,YTD,1,8,14.4,Y,Y,N
6166,6166,UTFOSC,UTFOSC,UTFOSC,AM,IT,Total Funds from Outside Sources (Cash Flow),UTFOSC: Total Funds from Outside Sources (Cash Flow) (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,131,F,ANNUAL,1,8,14.4,Y,Y,N
6167,6167,UTFOSCY,UTFOSCY,UTFOSCY,AM,IT,Tot Funds Frm Outside Sources (FOF),UTFOSCY: Tot Funds Frm Outside Sources (FOF) (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,118,F,YTD,1,8,14.4,Y,Y,N
6168,6168,UTME,UTME,UTME,AM,IT,Maintenance Expense - Total,UTME: Maintenance Expense - Total (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,660,F,ANNUAL,1,8,14.4,Y,Y,N
6169,6169,UTME12,UTME12,UTME12,AM,IT,Maintenance Expense - Total - 12-Mth-Mov,UTME12: Maintenance Expense - Total - 12-Months Moving (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,535,F,QUARTERLY,1,8,14.4,Y,Y,N
6170,6170,UTME12_DC,UTME12_DC,UTME12_DC,AM,DC,Maintenance Expense - Total - 12-Mth-Mov DC,UTME12_DC: Maintenance Expense - Total - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,536,F,QUARTERLY,2,1,$1.,Y,Y,Y
6171,6171,UTMEY,UTMEY,UTMEY,AM,IT,Maintenance Expense - Total,UTMEY: Maintenance Expense - Total (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,414,F,YTD,1,8,14.4,Y,Y,Y
6172,6172,UTMEY_DC,UTMEY_DC,UTMEY_DC,AM,DC,Maintenance Expense - Total DC,UTMEY_DC: Maintenance Expense - Total Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,415,F,YTD,2,1,$1.,Y,Y,Y
6173,6173,UTME_DC,UTME_DC,UTME_DC,AM,DC,Maintenance Expense - Total DC,UTME_DC: Maintenance Expense - Total Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,661,F,ANNUAL,2,1,$1.,Y,Y,Y
6174,6174,UTSTKCQ,UTSTKCQ,UTSTKCQ,AM,IT,Treasury Stock - Dollar Amount - Common,UTSTKCQ: Treasury Stock - Dollar Amount - Common (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,343,F,QUARTERLY,1,8,14.4,Y,Y,Y
6175,6175,UTSTKCQ_DC,UTSTKCQ_DC,UTSTKCQ_DC,AM,DC,Treasury Stock - Dollar Amount - Common DC,UTSTKCQ_DC: Treasury Stock - Dollar Amount - Common Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,344,F,QUARTERLY,2,1,$1.,Y,Y,N
6176,6176,UTSTKPQ,UTSTKPQ,UTSTKPQ,AM,IT,Treasury Stock - Dollar Amount - Preferred,UTSTKPQ: Treasury Stock - Dollar Amount - Preferred (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,345,F,QUARTERLY,1,8,14.4,Y,Y,Y
6177,6177,UTSTKPQ_DC,UTSTKPQ_DC,UTSTKPQ_DC,AM,DC,Treasury Stock - Dollar Amount - Preferred DC,UTSTKPQ_DC: Treasury Stock - Dollar Amount - Preferred Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,346,F,QUARTERLY,2,1,$1.,Y,Y,N
6178,6178,UTXDF,UTXDF,UTXDF,AM,IT,Deferred Income Tax Charges - Federal,UTXDF: Deferred Income Tax Charges - Federal (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,662,F,ANNUAL,1,8,14.4,Y,Y,N
6179,6179,UTXDI,UTXDI,UTXDI,AM,IT,Deferred Income Taxes - Net (Income Account),UTXDI: Deferred Income Taxes - Net (Income Account) (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,663,F,ANNUAL,1,8,14.4,Y,Y,Y
6180,6180,UTXDI12,UTXDI12,UTXDI12,AM,IT,Deferred Income Taxes - Net (Income Account) - 12-Mth-Mov,UTXDI12: Deferred Income Taxes - Net (Income Account) - 12-Months Moving (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,537,F,QUARTERLY,1,8,14.4,Y,Y,Y
6181,6181,UTXDI12_DC,UTXDI12_DC,UTXDI12_DC,AM,DC,Deferred Income Taxes - Net (Income Account) - 12-Mth-Mov DC,UTXDI12_DC: Deferred Income Taxes - Net (Income Account) - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,538,F,QUARTERLY,2,1,$1.,Y,Y,N
6182,6182,UTXDIQ,UTXDIQ,UTXDIQ,AM,IT,Deferred Income Taxes - Net (Income Account),UTXDIQ: Deferred Income Taxes - Net (Income Account) (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,539,F,QUARTERLY,1,8,14.4,Y,Y,Y
6183,6183,UTXDIQ_DC,UTXDIQ_DC,UTXDIQ_DC,AM,DC,Deferred Income Taxes - Net (Income Account) DC,UTXDIQ_DC: Deferred Income Taxes - Net (Income Account) Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,540,F,QUARTERLY,2,1,$1.,Y,Y,Y
6184,6184,UTXDIY,UTXDIY,UTXDIY,AM,IT,Deferred Income Taxes - Net (Income Account),UTXDIY: Deferred Income Taxes - Net (Income Account) (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,416,F,YTD,1,8,14.4,Y,Y,Y
6185,6185,UTXDIY_DC,UTXDIY_DC,UTXDIY_DC,AM,DC,Deferred Income Taxes - Net (Income Account) DC,UTXDIY_DC: Deferred Income Taxes - Net (Income Account) Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,417,F,YTD,2,1,$1.,Y,Y,Y
6186,6186,UTXDI_DC,UTXDI_DC,UTXDI_DC,AM,DC,Deferred Income Taxes - Net (Income Account) DC,UTXDI_DC: Deferred Income Taxes - Net (Income Account) Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,664,F,ANNUAL,2,1,$1.,Y,Y,N
6187,6187,UTXDS,UTXDS,UTXDS,AM,IT,Deferred Income Tax Charges - State,UTXDS: Deferred Income Tax Charges - State (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,665,F,ANNUAL,1,8,14.4,Y,Y,N
6188,6188,UTXDT,UTXDT,UTXDT,AM,IT,Deferred Income Tax Charges - Total,UTXDT: Deferred Income Tax Charges - Total (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,666,F,ANNUAL,1,8,14.4,Y,Y,N
6189,6189,UTXFED,UTXFED,UTXFED,AM,IT,Current Taxes - Federal (Operating),UTXFED: Current Taxes - Federal (Operating) (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,667,F,ANNUAL,1,8,14.4,Y,Y,Y
6190,6190,UTXFED12,UTXFED12,UTXFED12,AM,IT,Current Taxes - Federal (Operating) - 12-Mth-Mov,UTXFED12: Current Taxes - Federal (Operating) - 12 Months Moving (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,541,F,QUARTERLY,1,8,14.4,Y,Y,Y
6191,6191,UTXFEDQ,UTXFEDQ,UTXFEDQ,AM,IT,Current Taxes - Federal (Operating),UTXFEDQ: Current Taxes - Federal (Operating) (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,542,F,QUARTERLY,1,8,14.4,Y,Y,Y
6192,6192,UTXFEDQ_DC,UTXFEDQ_DC,UTXFEDQ_DC,AM,DC,Current Taxes - Federal (Operating) DC,UTXFEDQ_DC: Current Taxes - Federal (Operating) Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,543,F,QUARTERLY,2,1,$1.,Y,Y,Y
6193,6193,UTXFEDY,UTXFEDY,UTXFEDY,AM,IT,Current Taxes - Federal (Operating),UTXFEDY: Current Taxes - Federal (Operating) (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,418,F,YTD,1,8,14.4,Y,Y,Y
6194,6194,UTXFEDY_DC,UTXFEDY_DC,UTXFEDY_DC,AM,DC,Current Taxes - Federal (Operating) DC,UTXFEDY_DC: Current Taxes - Federal (Operating) Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,419,F,YTD,2,1,$1.,Y,Y,Y
6195,6195,UTXFED_DC,UTXFED_DC,UTXFED_DC,AM,DC,Current Taxes - Federal (Operating) DC,UTXFED_DC: Current Taxes - Federal (Operating) Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,668,F,ANNUAL,2,1,$1.,Y,Y,N
6196,6196,UTXS12,UTXS12,UTXS12,AM,IT,Current Taxes - State (Operating) - 12-Mth-Mov,UTXS12: Current Taxes - State (Operating) - 12 Months Moving (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,544,F,QUARTERLY,1,8,14.4,Y,Y,Y
6197,6197,UTXS12_DC,UTXS12_DC,UTXS12_DC,AM,DC,Current Taxes - State (Operating) - 12-Mth-Mov DC,UTXS12_DC: Current Taxes - State (Operating) - 12 Months Moving Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,545,F,QUARTERLY,2,1,$1.,Y,Y,N
6198,6198,UTXSQ,UTXSQ,UTXSQ,AM,IT,Current Taxes - State (Operating),UTXSQ: Current Taxes - State (Operating) (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,546,F,QUARTERLY,1,8,14.4,Y,Y,Y
